Materias_inscritas;Promedio_estudiantil;Situacion_economica;Situacion_familiar;Horas_estudio_por_semana;Edad;Desercion
6;69;alta;inestable;20;18;0
1;41;alta;inestable;37;23;0
7;76;baja;inestable;36;28;0
5;44;alta;inestable;13;26;0
1;90;alta;estable;21;24;0
6;86;alta;inestable;28;22;0
5;33;media;inestable;14;27;0
3;31;baja;estable;3;28;0
2;60;alta;estable;20;27;0
3;92;alta;inestable;24;26;0
2;5;alta;inestable;0;19;0
7;77;media;inestable;4;24;1
4;77;media;estable;8;26;0
1;96;baja;estable;14;19;0
1;87;baja;estable;22;28;0
4;61;media;estable;12;27;1
5;34;alta;inestable;11;23;0
4;10;alta;estable;35;26;1
7;13;baja;inestable;6;20;1
6;44;alta;estable;20;25;1
4;25;media;inestable;38;22;0
2;89;baja;inestable;25;24;1
6;39;media;inestable;29;29;1
4;33;media;estable;17;20;0
1;78;alta;inestable;1;25;1
3;91;media;inestable;26;19;0
2;94;media;inestable;25;25;0
7;65;alta;estable;4;19;1
2;21;media;inestable;20;24;1
5;40;alta;estable;37;19;0
3;58;media;inestable;8;24;0
2;98;alta;estable;18;18;0
4;81;alta;inestable;18;23;0
2;31;baja;inestable;32;27;0
2;34;media;inestable;33;24;0
2;69;media;inestable;20;21;0
5;3;baja;estable;15;28;0
2;93;alta;inestable;3;28;1
2;75;alta;inestable;14;18;0
5;100;baja;inestable;27;29;0
6;7;baja;estable;28;23;0
3;52;alta;estable;39;21;0
7;84;alta;estable;18;20;0
6;30;baja;inestable;25;21;1
1;21;media;estable;22;23;0
5;13;alta;estable;6;22;0
5;72;baja;estable;18;19;1
2;32;media;inestable;22;19;0
2;15;media;estable;38;20;0
7;17;media;inestable;15;28;0
1;15;media;estable;20;23;0
2;29;baja;estable;22;29;0
4;11;alta;inestable;10;18;1
2;13;media;inestable;8;28;1
2;100;media;inestable;6;24;0
4;93;baja;estable;18;25;1
1;84;media;inestable;1;24;1
4;5;baja;inestable;18;28;1
5;23;baja;estable;40;20;0
4;12;alta;inestable;27;23;1
3;51;media;inestable;30;21;0
5;91;alta;estable;20;22;0
2;80;baja;estable;19;20;0
7;73;media;estable;20;22;0
5;76;baja;inestable;20;23;0
1;96;baja;estable;7;25;0
1;70;baja;inestable;18;29;1
4;100;media;estable;24;23;0
5;68;baja;estable;21;26;0
2;96;baja;estable;33;27;0
1;97;media;inestable;9;27;0
6;13;alta;inestable;15;27;1
2;84;baja;inestable;32;27;0
6;81;alta;inestable;21;21;0
3;77;alta;inestable;16;19;0
6;90;alta;estable;1;29;1
1;38;alta;estable;30;26;0
4;47;alta;estable;39;28;0
3;25;alta;estable;25;20;1
5;27;media;inestable;34;28;0
2;64;media;inestable;21;24;0
1;12;alta;inestable;9;21;0
3;98;media;estable;1;29;0
3;85;media;estable;26;29;0
1;44;alta;inestable;20;18;1
5;2;alta;estable;31;25;0
5;49;baja;estable;28;29;0
4;84;media;inestable;40;21;0
7;0;alta;estable;20;28;1
6;98;media;inestable;17;23;0
5;51;media;estable;11;24;0
4;37;media;inestable;19;25;0
6;9;baja;estable;35;27;0
3;87;alta;inestable;2;19;1
1;62;media;inestable;39;26;0
5;51;alta;estable;40;27;0
4;7;media;estable;24;20;0
3;57;alta;inestable;13;18;0
5;48;alta;inestable;9;19;0
2;3;alta;inestable;11;25;0
7;33;media;inestable;2;27;0
3;31;baja;inestable;19;23;1
5;24;alta;estable;2;28;0
3;30;baja;estable;29;18;1
1;9;alta;estable;20;28;0
1;34;baja;estable;8;26;0
7;39;alta;estable;22;24;0
1;76;baja;inestable;39;27;1
6;59;alta;estable;28;28;0
2;77;alta;estable;20;20;1
1;67;baja;inestable;31;24;0
2;99;alta;inestable;29;23;0
1;2;media;estable;36;20;0
6;66;alta;estable;8;25;0
3;2;alta;inestable;34;18;0
5;63;media;estable;12;22;1
5;47;media;inestable;38;25;1
1;52;media;estable;11;20;0
5;7;baja;estable;37;28;0
1;46;media;estable;39;27;0
1;60;baja;estable;6;28;1
7;26;media;inestable;39;29;0
4;72;baja;inestable;3;23;1
4;69;media;estable;9;27;0
7;19;media;estable;18;28;0
4;99;alta;estable;40;19;0
2;9;media;estable;20;26;0
4;27;alta;inestable;22;19;0
1;67;media;inestable;28;22;1
6;51;media;estable;39;20;0
6;1;alta;inestable;31;27;0
3;37;alta;inestable;9;29;1
4;0;baja;estable;12;26;1
6;42;alta;estable;4;26;1
4;57;baja;estable;26;24;0
3;63;media;inestable;7;27;1
6;2;alta;inestable;20;22;0
1;68;alta;inestable;36;26;0
2;7;media;inestable;13;24;0
7;15;media;estable;23;19;0
7;75;media;estable;16;27;1
7;83;media;estable;3;18;0
4;13;alta;inestable;15;27;1
6;91;media;estable;16;27;0
6;32;media;estable;36;21;0
3;42;alta;inestable;13;27;0
1;41;baja;estable;15;25;0
5;45;alta;inestable;31;23;0
6;46;baja;inestable;30;19;0
2;87;media;estable;32;22;0
3;1;alta;estable;38;26;1
6;69;media;inestable;20;23;0
6;32;alta;estable;16;23;0
3;68;baja;estable;33;24;0
3;58;alta;inestable;20;28;1
4;43;media;estable;11;22;0
6;87;alta;inestable;12;20;1
5;27;media;inestable;9;20;0
2;47;alta;inestable;6;22;1
1;63;baja;inestable;7;21;1
1;96;alta;estable;3;22;0
5;57;alta;estable;36;26;0
3;17;alta;estable;37;22;0
3;88;alta;inestable;23;21;1
3;36;baja;estable;34;21;0
6;28;media;inestable;7;18;1
3;51;alta;inestable;36;27;0
3;60;alta;estable;20;21;0
6;76;alta;estable;3;29;1
6;52;baja;inestable;6;21;1
5;79;media;inestable;12;26;1
4;76;media;inestable;2;28;1
6;19;alta;inestable;12;21;0
2;66;alta;estable;2;24;0
3;42;media;estable;9;18;0
4;57;alta;estable;11;24;0
1;13;alta;inestable;40;19;0
5;11;alta;inestable;9;29;0
4;32;baja;estable;10;28;1
6;80;baja;estable;27;25;0
3;81;media;estable;34;18;0
3;11;baja;inestable;15;27;0
3;44;baja;inestable;20;20;0
4;25;media;inestable;14;25;0
3;27;baja;estable;20;27;0
6;76;media;estable;13;25;1
4;100;alta;estable;20;28;0
3;11;media;estable;15;22;0
1;56;media;estable;27;22;0
1;3;media;estable;9;25;1
2;83;alta;inestable;28;27;1
3;56;alta;estable;14;22;1
3;9;alta;estable;18;26;0
4;48;media;inestable;22;18;0
4;44;media;inestable;27;22;1
7;46;media;inestable;10;20;1
3;73;media;inestable;33;20;0
2;27;media;inestable;29;19;0
3;11;media;inestable;9;20;1
6;21;media;estable;39;24;0
4;63;baja;estable;27;25;0
3;84;alta;estable;18;29;0
4;44;baja;estable;6;25;0
3;14;alta;inestable;21;28;0
5;79;media;inestable;20;25;1
4;63;baja;estable;17;18;0
2;65;media;inestable;16;28;0
5;49;baja;inestable;29;24;0
6;78;baja;estable;8;19;0
3;78;media;estable;33;28;0
7;86;baja;estable;13;27;0
6;81;baja;estable;18;21;1
4;92;alta;estable;31;22;0
5;42;media;estable;20;29;0
6;32;media;estable;12;18;0
2;92;baja;estable;15;21;0
7;36;media;inestable;12;21;0
4;16;alta;estable;20;26;1
5;25;alta;inestable;13;26;0
6;42;media;estable;29;28;0
5;57;media;inestable;23;27;0
5;8;alta;estable;6;18;0
6;20;media;estable;12;25;0
1;64;baja;estable;9;21;1
3;62;media;estable;16;21;0
4;72;baja;estable;21;22;0
4;26;alta;inestable;20;19;0
7;77;media;estable;30;18;0
7;35;alta;estable;8;22;1
7;58;media;estable;38;24;0
4;94;baja;inestable;14;27;1
5;45;media;inestable;12;26;1
7;98;alta;inestable;27;29;0
6;29;baja;inestable;32;29;1
3;81;media;inestable;15;19;0
2;16;alta;inestable;30;29;0
4;80;alta;estable;35;25;0
6;51;media;estable;31;24;1
3;46;alta;estable;1;19;1
3;91;baja;inestable;33;22;0
1;87;media;estable;31;24;0
6;36;baja;estable;20;20;0
4;98;alta;inestable;30;19;0
7;91;alta;estable;39;23;0
5;13;alta;estable;17;27;0
7;35;baja;estable;3;23;0
3;34;alta;inestable;18;28;0
3;57;media;inestable;2;21;0
2;49;media;estable;12;18;0
7;5;alta;estable;23;22;0
1;61;media;inestable;12;18;0
3;61;baja;inestable;27;28;0
3;37;baja;inestable;33;28;0
5;84;alta;inestable;17;25;0
5;91;media;estable;36;19;0
2;8;media;inestable;3;26;0
6;12;alta;estable;34;26;0
2;79;baja;inestable;33;20;0
2;22;alta;estable;13;23;1
5;95;media;inestable;20;26;0
7;32;media;inestable;12;24;1
7;53;alta;inestable;20;21;0
7;44;baja;estable;33;20;0
6;47;baja;estable;13;19;1
5;84;alta;estable;24;27;0
1;67;media;estable;6;27;0
4;60;baja;inestable;19;18;1
4;98;alta;inestable;40;28;0
1;51;media;inestable;6;27;0
7;45;baja;estable;20;28;0
4;43;baja;inestable;20;18;1
6;74;alta;inestable;39;29;1
5;48;media;inestable;7;21;1
4;36;baja;estable;9;21;1
6;40;alta;estable;1;26;1
5;21;baja;inestable;29;27;1
6;41;media;estable;20;18;0
1;57;baja;estable;7;28;0
2;51;media;inestable;32;21;1
1;52;baja;inestable;12;20;1
4;48;baja;estable;20;26;0
5;12;alta;estable;17;22;1
6;61;baja;inestable;4;26;0
4;35;media;inestable;11;27;0
4;51;alta;inestable;15;23;1
2;40;media;inestable;34;28;0
7;36;media;inestable;32;26;0
4;18;alta;inestable;18;18;1
2;57;media;inestable;29;21;0
5;23;baja;estable;23;21;0
5;62;alta;estable;14;27;0
6;99;baja;inestable;29;27;0
7;54;baja;estable;27;23;0
2;3;media;estable;25;27;1
1;24;media;inestable;25;18;1
5;60;baja;inestable;27;27;0
7;30;alta;inestable;15;22;1
6;20;baja;estable;35;20;0
1;93;baja;inestable;6;18;1
5;4;media;inestable;35;23;0
5;67;media;estable;14;20;0
6;95;baja;inestable;20;21;1
6;4;baja;estable;24;29;1
3;15;media;estable;15;26;0
4;90;baja;inestable;33;19;0
4;11;media;inestable;17;18;0
1;64;baja;inestable;27;27;0
4;65;alta;estable;12;23;0
1;71;alta;inestable;8;29;1
7;42;baja;estable;16;18;0
5;97;media;inestable;24;18;0
3;24;baja;inestable;26;24;0
3;97;baja;inestable;20;19;0
5;45;media;inestable;40;21;0
6;0;baja;estable;20;21;0
2;77;media;inestable;37;19;0
2;31;baja;inestable;5;23;0
4;60;media;inestable;2;27;1
6;28;baja;inestable;12;19;1
1;47;alta;estable;5;29;0
7;82;media;estable;21;25;0
3;93;alta;inestable;21;21;1
4;22;media;estable;23;18;0
5;68;media;inestable;30;24;0
6;86;media;estable;20;23;0
3;98;media;inestable;35;29;0
1;52;baja;estable;5;23;1
1;70;baja;estable;14;28;0
2;94;media;estable;20;20;0
4;77;baja;estable;7;27;0
5;90;media;estable;22;24;0
3;86;media;inestable;22;23;0
7;25;alta;estable;9;27;0
1;70;media;inestable;28;27;0
3;20;media;inestable;29;26;0
5;87;baja;inestable;1;20;1
3;80;media;inestable;16;20;1
4;59;media;inestable;36;21;1
2;54;alta;inestable;21;20;0
3;72;baja;inestable;14;21;0
6;78;baja;inestable;10;23;0
2;67;alta;inestable;10;18;0
5;87;media;inestable;4;19;1
2;94;alta;inestable;33;27;0
3;11;baja;estable;3;23;0
3;7;alta;inestable;20;29;1
6;16;baja;inestable;2;23;0
1;42;alta;inestable;31;29;0
6;8;media;estable;2;18;1
3;16;media;estable;12;23;0
7;15;baja;inestable;23;28;0
2;50;alta;estable;16;29;0
6;34;baja;estable;11;26;1
6;51;media;inestable;11;25;0
7;76;baja;inestable;32;27;0
7;11;media;estable;39;22;0
7;93;baja;estable;14;21;1
1;66;alta;inestable;2;23;0
3;68;media;inestable;1;28;1
3;100;baja;inestable;30;29;0
5;12;media;inestable;22;22;0
1;12;alta;inestable;31;23;0
5;27;media;inestable;28;27;0
5;46;alta;estable;36;28;0
5;43;media;inestable;35;20;0
4;62;alta;inestable;32;24;0
5;68;media;estable;19;25;0
6;19;alta;inestable;12;22;0
2;91;baja;inestable;20;22;0
6;35;baja;estable;20;29;0
6;44;media;estable;24;21;0
3;81;alta;inestable;7;27;0
4;56;baja;estable;20;22;0
5;86;media;inestable;18;29;0
3;90;baja;inestable;25;27;0
1;1;alta;estable;10;28;1
1;41;media;inestable;17;25;0
3;49;alta;inestable;8;22;1
2;30;alta;inestable;20;26;1
3;81;alta;inestable;20;29;1
3;47;baja;estable;9;18;1
4;86;media;estable;2;24;1
1;79;alta;inestable;27;22;0
1;25;baja;inestable;9;21;0
5;24;alta;inestable;40;20;0
6;100;baja;inestable;21;29;0
3;34;media;inestable;12;27;0
3;85;media;estable;26;24;0
2;72;media;estable;11;29;0
7;33;media;estable;33;19;0
7;44;alta;inestable;12;22;0
1;22;baja;inestable;20;19;0
2;90;media;inestable;24;24;0
4;73;alta;estable;34;23;0
5;15;media;inestable;3;27;1
2;3;media;estable;14;24;1
1;53;media;inestable;29;29;0
4;94;baja;inestable;26;26;0
3;67;baja;inestable;8;19;0
4;52;baja;inestable;14;26;0
6;13;media;estable;20;24;0
2;79;alta;inestable;25;19;1
1;82;alta;inestable;20;27;0
2;2;alta;estable;12;19;0
3;41;media;estable;8;21;1
7;66;baja;estable;16;19;1
3;49;alta;inestable;8;18;1
1;19;media;inestable;39;23;0
6;54;media;inestable;20;27;1
5;65;alta;inestable;20;28;0
4;83;alta;estable;17;22;1
4;52;media;estable;15;29;0
3;25;alta;estable;9;20;0
2;18;media;estable;25;28;0
7;62;alta;estable;27;18;0
2;32;baja;inestable;19;26;1
6;97;media;inestable;2;25;0
5;27;baja;inestable;37;23;1
2;47;alta;estable;39;23;1
4;52;media;estable;17;29;1
7;55;alta;inestable;25;21;0
2;48;media;inestable;20;19;0
7;77;alta;inestable;13;29;1
5;62;baja;inestable;3;21;1
4;13;baja;inestable;18;19;0
7;28;alta;inestable;33;24;0
2;52;baja;estable;1;26;1
4;25;baja;inestable;23;19;0
3;32;alta;estable;35;26;0
3;68;media;inestable;9;26;1
6;65;alta;estable;7;25;0
3;72;media;estable;31;18;0
2;18;baja;estable;10;22;0
5;90;baja;inestable;8;27;1
4;58;baja;inestable;20;28;1
7;90;baja;inestable;16;21;0
1;89;baja;inestable;35;24;1
3;100;media;estable;25;28;0
3;100;media;inestable;16;25;0
1;77;media;inestable;21;27;0
7;2;alta;inestable;38;28;0
7;57;baja;estable;5;25;0
1;20;baja;estable;8;19;0
7;45;baja;inestable;39;20;1
2;100;alta;inestable;38;27;0
7;39;alta;inestable;20;27;1
4;71;alta;inestable;6;24;1
7;69;baja;estable;17;21;0
3;65;media;inestable;2;23;1
5;56;alta;inestable;26;25;0
2;5;alta;estable;3;25;0
2;58;media;inestable;2;24;1
7;38;alta;inestable;19;29;1
5;74;media;inestable;38;19;0
5;68;baja;estable;17;19;0
6;73;media;estable;14;20;0
5;51;media;inestable;20;21;0
7;37;baja;inestable;21;18;1
7;70;alta;estable;15;22;0
1;99;baja;estable;15;24;0
3;81;alta;estable;8;29;0
6;73;alta;inestable;20;27;0
7;56;media;estable;18;28;0
1;6;baja;estable;20;22;0
6;35;media;estable;6;24;0
3;94;baja;inestable;12;22;0
6;49;baja;estable;20;28;0
1;71;media;inestable;2;27;1
4;39;alta;inestable;6;25;1
7;73;alta;inestable;38;24;0
3;39;baja;inestable;22;18;0
2;50;alta;estable;3;28;0
3;91;media;inestable;28;18;0
3;89;media;inestable;20;29;1
3;19;media;inestable;30;22;0
4;1;baja;estable;30;19;0
7;86;baja;estable;26;26;0
1;22;alta;estable;29;19;0
7;80;media;estable;4;29;0
2;40;media;inestable;29;26;0
1;56;baja;inestable;5;27;1
6;20;baja;inestable;14;19;0
6;38;baja;estable;20;21;0
6;25;media;estable;20;20;1
1;94;media;estable;39;23;0
5;71;alta;inestable;4;21;0
4;50;media;inestable;19;26;0
5;70;alta;inestable;2;26;1
7;20;alta;estable;25;27;0
6;57;media;estable;3;26;0
4;49;alta;inestable;7;20;1
1;22;alta;estable;10;20;0
6;76;baja;inestable;30;21;0
1;41;media;inestable;7;26;0
4;41;alta;estable;34;23;0
1;91;alta;inestable;5;26;0
1;39;alta;inestable;1;25;1
2;26;media;inestable;16;24;0
7;95;baja;inestable;39;22;0
5;19;baja;inestable;4;26;0
5;61;media;estable;4;21;1
5;12;media;inestable;30;21;0
3;41;media;estable;12;25;0
2;65;media;inestable;29;21;0
6;42;baja;estable;8;24;1
6;82;alta;estable;18;21;0
6;48;alta;estable;11;28;1
5;78;media;inestable;18;18;0
7;90;media;estable;20;27;0
5;11;alta;inestable;20;26;0
7;39;baja;inestable;21;21;0
2;73;media;estable;37;20;0
7;91;media;estable;11;20;0
1;67;baja;inestable;10;26;1
5;3;baja;inestable;25;25;1
6;91;baja;inestable;25;27;0
1;41;media;estable;2;24;1
5;92;baja;inestable;24;24;1
4;11;media;inestable;15;21;1
3;21;media;inestable;30;20;1
5;67;baja;inestable;20;29;0
4;88;alta;inestable;22;21;0
2;71;baja;inestable;0;23;1
4;92;alta;inestable;25;29;0
2;70;baja;inestable;30;21;1
5;7;baja;inestable;10;21;1
2;17;media;inestable;19;19;0
4;89;media;inestable;39;24;0
7;59;media;inestable;12;23;0
3;72;media;estable;9;19;1
1;60;media;inestable;8;22;0
1;99;media;inestable;22;23;0
3;30;media;inestable;38;22;0
6;5;alta;inestable;24;21;0
1;99;alta;inestable;12;28;0
5;78;media;estable;26;28;0
6;17;alta;inestable;25;26;1
5;53;baja;estable;24;20;0
4;39;alta;inestable;6;28;1
4;50;media;estable;25;19;0
6;73;alta;estable;17;26;1
6;71;baja;inestable;1;25;0
6;88;alta;estable;22;26;0
6;97;media;estable;40;27;0
2;35;baja;inestable;14;28;0
7;5;baja;estable;39;20;0
6;22;alta;estable;4;18;0
7;47;baja;estable;29;28;0
6;99;baja;inestable;5;18;0
4;19;baja;inestable;11;20;1
5;60;media;inestable;23;21;0
7;86;baja;inestable;24;19;1
4;54;alta;estable;31;25;0
1;86;alta;inestable;25;29;0
2;35;baja;estable;24;20;0
2;44;alta;inestable;36;21;0
5;85;baja;inestable;18;23;0
6;86;alta;estable;9;27;0
4;41;baja;estable;6;23;1
1;72;baja;inestable;16;19;0
4;28;baja;inestable;29;23;0
6;20;media;inestable;2;21;1
6;61;alta;inestable;5;22;1
3;36;baja;inestable;20;24;1
4;36;media;estable;23;24;0
5;29;media;inestable;10;23;0
4;66;baja;estable;7;27;0
2;32;baja;inestable;24;23;0
1;60;baja;inestable;30;23;0
7;47;baja;estable;20;21;0
5;42;baja;inestable;23;20;0
3;79;alta;estable;4;18;0
1;27;baja;estable;20;20;0
1;19;baja;inestable;13;20;0
7;42;alta;estable;40;26;0
2;73;media;inestable;20;20;0
2;27;alta;inestable;31;25;0
2;99;media;inestable;1;25;0
5;7;media;inestable;22;20;1
4;87;alta;inestable;3;27;1
1;64;baja;inestable;36;27;0
4;16;media;inestable;32;29;0
4;59;baja;estable;39;23;0
2;19;alta;inestable;24;29;0
4;12;media;estable;21;25;0
1;12;baja;inestable;21;25;0
1;30;media;inestable;15;27;0
6;21;media;estable;20;27;0
3;14;alta;estable;25;26;0
5;78;baja;estable;37;26;0
4;97;baja;estable;24;25;0
5;46;media;inestable;20;24;0
5;35;baja;inestable;20;27;0
5;95;media;estable;21;20;0
7;12;alta;inestable;14;24;1
6;83;alta;estable;26;21;0
5;24;baja;estable;18;19;0
6;52;alta;estable;3;25;0
1;85;alta;estable;20;19;0
7;66;baja;estable;40;18;0
4;40;media;inestable;2;29;1
6;28;alta;estable;28;29;0
3;40;baja;estable;34;22;0
5;67;baja;inestable;26;27;0
7;81;baja;estable;23;26;1
3;53;alta;estable;28;22;0
1;39;alta;inestable;17;28;0
1;20;media;inestable;4;19;1
2;94;media;inestable;38;27;0
5;97;media;inestable;17;21;0
2;16;media;inestable;27;25;0
7;89;media;estable;21;24;1
3;88;media;estable;2;22;1
4;3;baja;estable;38;21;0
2;59;media;inestable;32;22;0
1;91;alta;inestable;6;24;1
5;37;media;inestable;39;22;0
3;65;alta;inestable;20;25;0
6;51;media;inestable;19;24;0
7;66;baja;inestable;24;24;1
7;28;baja;estable;4;26;1
1;27;alta;inestable;22;25;0
6;59;media;estable;3;29;1
7;90;baja;estable;22;25;1
4;6;baja;estable;22;23;0
5;20;media;inestable;35;24;0
4;37;alta;inestable;29;25;0
7;77;alta;inestable;20;22;1
4;43;alta;inestable;36;27;0
7;86;baja;inestable;23;19;0
5;51;media;estable;24;24;0
5;98;baja;estable;7;27;0
6;93;baja;inestable;34;20;1
4;92;baja;estable;20;27;0
3;72;baja;estable;31;28;0
6;50;media;inestable;38;25;0
5;22;baja;estable;12;23;0
1;68;baja;estable;34;28;0
7;13;alta;inestable;20;21;0
6;14;baja;estable;7;19;1
2;14;media;inestable;27;24;0
3;34;baja;inestable;27;18;1
7;10;media;inestable;11;24;1
6;92;media;estable;1;27;1
5;36;media;estable;8;27;0
5;71;alta;estable;16;24;0
3;20;alta;inestable;7;27;0
2;14;baja;estable;8;20;0
6;44;baja;estable;16;21;0
6;75;baja;inestable;20;29;1
4;96;media;inestable;31;21;0
1;7;media;inestable;13;21;0
5;23;media;estable;38;26;0
6;31;baja;inestable;26;23;1
6;70;baja;estable;18;27;1
7;24;baja;inestable;19;26;1
7;100;baja;inestable;16;29;0
6;45;alta;inestable;9;21;1
2;80;alta;inestable;15;24;1
1;94;alta;estable;21;29;1
6;9;baja;estable;21;27;0
3;49;alta;estable;30;29;0
5;55;alta;inestable;14;29;0
4;71;baja;estable;29;26;1
7;0;alta;inestable;23;27;0
3;8;baja;inestable;38;20;0
5;47;baja;estable;15;20;0
7;25;baja;inestable;36;23;0
2;9;media;inestable;33;25;0
7;89;baja;estable;26;18;0
1;57;alta;estable;26;21;0
1;44;alta;inestable;3;25;1
5;17;baja;estable;38;23;0
3;58;media;inestable;4;19;0
4;56;media;estable;23;25;0
2;66;media;inestable;13;18;1
5;27;alta;inestable;17;29;0
2;80;media;inestable;24;18;0
1;14;media;estable;20;24;0
6;34;baja;estable;18;27;1
6;41;media;inestable;40;20;0
4;24;media;estable;24;29;0
2;12;media;estable;6;29;1
5;65;baja;estable;8;25;1
4;98;baja;inestable;29;26;0
7;56;media;estable;2;25;0
7;60;alta;estable;19;18;0
3;85;alta;estable;6;18;1
6;81;baja;inestable;17;23;1
5;84;media;inestable;30;29;0
2;10;alta;inestable;18;18;0
4;56;media;estable;7;25;1
5;42;baja;inestable;10;23;1
4;46;alta;estable;15;22;0
4;41;baja;estable;3;23;1
4;3;media;inestable;23;21;1
2;61;baja;estable;24;18;1
5;24;baja;inestable;2;24;1
1;33;baja;estable;20;27;1
1;55;baja;estable;17;26;0
2;68;alta;estable;13;21;0
7;40;media;estable;22;21;0
2;32;alta;estable;14;26;0
6;43;media;inestable;17;21;1
4;70;media;inestable;20;27;1
5;91;media;inestable;6;21;1
5;83;media;inestable;25;25;0
3;73;media;estable;20;28;0
3;29;alta;estable;12;21;0
1;66;media;inestable;29;26;1
3;27;baja;inestable;22;28;1
3;94;alta;estable;19;25;1
1;39;alta;inestable;27;22;1
6;30;media;estable;32;26;0
7;65;baja;estable;39;25;0
1;94;baja;inestable;25;27;0
7;17;media;estable;20;21;0
3;9;media;estable;0;21;0
5;31;baja;inestable;20;18;1
3;71;alta;inestable;9;21;0
4;84;alta;estable;4;29;1
7;84;media;inestable;21;25;0
7;42;alta;estable;30;29;0
4;45;alta;inestable;16;29;0
4;84;baja;estable;27;22;0
6;94;alta;estable;20;23;0
2;26;baja;estable;17;21;0
4;92;media;estable;12;22;1
7;77;media;estable;15;27;0
5;8;baja;estable;20;25;1
7;10;baja;estable;26;29;0
7;70;media;estable;5;26;0
6;4;baja;estable;4;20;0
2;71;media;inestable;26;27;1
2;58;media;estable;22;21;1
4;66;media;inestable;17;18;1
3;32;media;inestable;6;28;0
7;82;media;inestable;16;22;0
1;46;media;estable;32;21;1
3;31;alta;estable;20;23;0
3;40;alta;inestable;28;23;0
2;8;media;estable;2;27;0
2;10;alta;estable;20;23;0
6;34;baja;estable;10;20;0
6;11;baja;estable;13;24;1
2;11;media;estable;8;20;0
5;97;alta;estable;31;23;0
5;49;baja;inestable;26;27;1
1;50;baja;inestable;24;18;1
2;35;baja;inestable;27;25;0
4;97;baja;inestable;9;24;0
6;29;alta;inestable;18;29;0
2;40;baja;estable;25;26;1
5;2;baja;estable;25;20;1
2;97;baja;estable;32;29;0
5;48;media;inestable;11;25;0
2;54;baja;inestable;31;19;1
7;31;baja;estable;18;26;0
4;78;alta;inestable;27;18;0
1;7;baja;estable;18;29;0
7;50;baja;estable;38;27;1
4;48;baja;estable;7;24;1
5;72;media;inestable;27;27;0
6;89;alta;inestable;23;18;0
6;62;alta;estable;20;23;0
3;21;media;estable;3;18;1
4;37;media;inestable;32;21;1
2;93;alta;inestable;6;24;0
1;32;baja;inestable;7;19;1
2;13;alta;inestable;39;20;0
2;68;media;estable;29;21;0
4;9;baja;estable;10;23;0
1;43;alta;inestable;20;29;0
3;24;baja;inestable;21;26;0
7;83;baja;inestable;34;21;0
2;51;media;inestable;29;23;0
1;74;alta;estable;20;29;0
3;50;media;inestable;8;24;0
7;50;alta;inestable;26;21;0
2;33;alta;estable;2;23;0
1;15;baja;inestable;3;20;0
7;67;baja;estable;29;22;1
4;56;baja;estable;1;29;1
6;99;media;estable;23;29;0
6;52;baja;inestable;34;28;0
2;51;media;estable;15;27;0
2;27;baja;inestable;2;21;0
7;73;media;inestable;29;24;0
1;87;alta;estable;37;23;0
6;47;media;estable;29;24;1
2;72;media;estable;23;23;0
3;5;media;inestable;9;29;0
2;36;alta;inestable;1;19;1
6;9;media;estable;28;24;0
5;60;alta;inestable;9;25;0
6;94;baja;estable;34;24;0
3;99;baja;inestable;19;21;0
1;40;alta;inestable;21;21;0
3;51;media;inestable;30;29;0
5;33;baja;inestable;31;22;0
5;8;media;estable;26;26;0
2;28;media;estable;38;22;0
2;40;alta;estable;39;19;0
6;0;baja;inestable;38;22;0
4;63;alta;inestable;33;20;0
3;11;alta;estable;28;27;0
6;22;alta;estable;27;25;0
4;0;alta;estable;20;27;0
6;94;media;inestable;11;27;1
5;24;baja;estable;0;19;0
2;37;baja;estable;20;28;1
2;3;baja;estable;18;21;0
6;42;media;estable;6;22;1
2;89;media;estable;36;29;0
1;60;alta;estable;32;21;0
6;31;alta;estable;3;22;1
5;27;alta;estable;10;27;0
7;32;alta;estable;20;28;0
6;26;baja;inestable;32;21;1
6;0;alta;estable;38;20;1
2;7;media;estable;40;18;0
5;84;media;estable;39;21;0
6;22;media;inestable;16;26;1
2;31;alta;inestable;10;18;0
3;2;baja;estable;30;24;0
5;43;baja;inestable;12;20;1
4;53;alta;inestable;32;25;1
1;5;alta;estable;21;23;0
4;69;media;inestable;32;18;0
7;48;media;inestable;11;27;1
5;58;baja;estable;20;22;0
6;56;media;estable;23;29;0
2;88;media;inestable;38;25;0
7;60;alta;estable;11;28;1
5;55;baja;estable;37;20;0
1;40;alta;estable;20;29;1
5;13;baja;inestable;29;29;0
7;82;alta;estable;31;21;0
2;76;baja;inestable;24;24;1
4;36;media;inestable;10;28;0
3;40;baja;estable;8;23;1
4;29;baja;inestable;20;24;0
2;91;alta;estable;29;26;0
7;41;baja;estable;9;26;1
2;35;baja;estable;25;19;0
1;55;baja;estable;18;20;0
5;70;alta;estable;6;21;1
5;82;baja;inestable;21;23;0
4;77;alta;inestable;11;22;0
7;25;media;estable;4;23;0
3;83;alta;inestable;19;28;0
3;13;baja;inestable;24;25;1
1;38;media;inestable;2;19;0
2;95;baja;inestable;16;23;1
1;59;alta;estable;10;26;1
5;93;media;estable;1;22;1
6;27;media;estable;5;18;1
6;43;media;inestable;6;25;0
6;44;baja;inestable;7;21;0
2;17;media;estable;32;25;0
1;29;media;estable;18;21;0
7;69;media;inestable;6;28;1
